ID,comentarios
40,frase personas sentido hecho personas necesidad cumplir
16,si tema ayudar
33,diseñar capacidad
48,poner capacidad solucionar problema
14,actividad trabajar equipo desarrollar producto existente
38,siempre motivar mejor manera
12,saber conectar cliente solución gusto necesidad
54,gusto explicación pensamiento diseño mejor diseñar prototipo personas uso hacer éxito mercado
31,tema interesante
64,saber buscar personas
71,puesto solucionar general
26,clase trabajar
42,ordenar poder tener claro
43,gusto poder diseñar objeto poder
65,aprender orden diseñar
50,manera manera
74,tema interesante hoy añadir
61,poder aprender cosas tocar
13,cosas ver carrera futuro
16,explicación profesor
57,diseñar buscar proyecto
67,aprender identificar
71,si v
74,crear proyecto empresa
66,gusto clase ahora importancia elaborar proyecto manera
68,tema general necesario posible plantear sociedad
3,gusto llevar cabo
37,entender tema
20,explicación forma habla
25,gusto definición además proceso
47,dinámica tener idea clara proyecto vamos realizar
49,grupo pensar conjunto ampliar
66,entender trata si
41,ambiente bien lugar agradable
12,innovación datos crear aplicación
52,ver modelo poder si futuro crear personas
44,llegar saber fondo producto lograr
16,poder saber fondo
73,explicación innovación tema llama atención
8,diseñar proyecto
5,gusto buscar manera ir futuro ayudar sociedad
38,baile trabajar equipo
68,tema general interesante
40,día día fácil
53,diseñar proyecto proceso
38,nube palabras amplio conocimiento
40,gusto actividad grupo diagrama prueba grupo resolver
45,tema tener idea hoy día
34,claro ver ciencia detrás vida
41,aprender adelante ser necesario crear empresa
66,actividad analizar diario
64,saber proceso
1,poder manejar plantear empresa
67,proceso metodología
15,comprender sociedad ser base recurso poderoso innovación parte agrado entender ser
19,profesor fácil entender
40,tarea sesión saber proyecto realizar
41,bien divertido
41,vez momento
73,saber seleccionar personas ayuda prototipo utilizar
8,clase método enseñanza bueno
57,gusto comparar realidad
35,gusto momento ver mundo perspectiva
61,analizar problema menudo reflexionar tratar
58,poder identificar
46,poder hacer mejor trabajo
48,enfoque total diseño
10,hecho personas aprender
74,cliente forma producto
7,fundamental aprendizaje
17,emprender diseño negocio
6,ser dinámica
67,bueno buscar
62,gusto gracias clase
73,proyección parte libertad compartir visualmente contribuir crítica
32,concepto mejor
31,cosa ayuda futuro
73,idea ayuda
43,profesor poder mejorar
46,poder resolver idea
47,tomar persona
51,entender emprender mejor negocio
39,superar atención falta
59,verdad tan hacer clase virtual profesor alumno
76,ayuda proyecto
43,eduardo idea negocio
68,buscar buscar
64,hacer hablar
21,ahora mayor claridad hacer
3,explicación profesor
18,gusto cliente hacer base
32,forma clase bien dinámico
28,grupo hacer producto concepto
72,gusto plantear solucionar problema mejor manera
17,debido entender bien tema importante
14,manera generar dinero publicidad
23,gusto cosas diseño alguien hecho
52,clase hoy empresa
79,gusto directo tema bien
6,realidad clase si escoger información hacer bien
12,dinámica explicación
69,empatía pensar bien bien cliente solucionar
34,crear idea
13,explicar profundizar hacer negocio
26,información fácil entender
33,manera tema idea fácil entender
8,hallar solución problema
73,facilidad puntos entender explicación interesante
67,tratar reflexión uso pensamiento
10,trabajar grupo conversar
9,datos ser
27,ahora capaz explicar mejorar compañía
22,gusto crear cerca problema
65,gusto aprender ayudar país medio idea existencia
55,explicación tema
2,gusto claro preciso
75,gusto ejemplificar manera entender
47,mejor comprensión
62,super interesante
36,gusto trabajar
28,trabajo crear producto equipo manera
25,encontrar tema
76,explicación clara
63,crear tecnología mente
30,forma dinámica
54,cuenta ser visión
57,importante tener conocimiento
46,gusto plan trabajo organizado
69,explicación profesor valor proyecto manera clase
24,manera eduardo
61,gusto especial
9,alumno profesor
32,servir cuanto empezar
52,organización dinámica
25,clase hoy interesante
1,dinámica entender
68,aprender cosas nunca
48,forma mundo hecho entorno mundo
65,saber exponer
62,dinamismo información clase mejor entendimiento
9,clase claro diseño ahora
51,poder saber saber llegar manera
78,dinámica interesante
65,uso explicar clase
74,gusto cuenta audiencia importante personas inicio animales vamos ayudar cuenta personas
74,gran tiempo grupo ver proyecto
54,gusto hoy cosas utilizar desarrollar parte vida
5,realizar trabajo forma dinámica
45,breve ahondar proyecto equipo trabajo
58,gusto idear si tener idea
0,gusto general
24,gusto dinámica
38,gusto aprender nuevo solucionar problema
0,forma manera clara breve
69,dinámica clase
15,parte ejemplo
38,plantear diseño proponer
65,hacer producto innovador
40,siempre forma bien
69,introducción clase
73,información hoy
70,explicar bien tema
36,ahora alguien necesidad momento
67,entusiasmo profesor
52,parte grupo mejorar orden desarrollo
69,identificar aprender
66,empatizar definir idear probar
52,identificar aprender hacer orden distinto
77,gusto clase hoy interacción tener chica clase
74,pensar diseño solucionar
39,hablar mundo cuenta realidad mundo ayuda
57,innovación optimismo ambigüedad sacar adelante
38,diseñar siempre ser dos personas crear
16,desarrollar producto investigar
64,tema fluido bien
56,explicar comprender mejor
75,gusto verificar buscar
17,manera desarrollo clase divertido aprendizaje
70,gusto ahora saber respecto proyecto profesional
20,solucionar personas
32,paso paso puntos vista respecto
1,analizar interés poder llegar hacer
54,importancia crecer dinero utilidad importante vida
72,pensar pro proyecto
4,manera mostrar largo mundo realidad aplicar
47,proponer potencial negocio
53,saber usar
51,mejor manera
36,poder saber
2,información actualmente disipar momento además predisposición profesor
11,parecer tan simple pasar
11,forma generar orientador personal nunca manera
0,poner producto
49,conocer modelo negocio parte importante trata ver parte negocio
34,diferencia clara
59,clase hoy aprender negocio futuro si hacer compañía similar
34,conocer negocio identificar tipo negocio
47,dinámica equipo
61,hacer modelo
43,hacer clase
49,aprender concepto manera simple ordenar puntos además explicar clase tener conocimiento previo adicional comprensión clase
58,aprender negocio ver
14,gusto aprender grupo
61,saber q presupuesto costo
45,poder construir presupuesto si verdad
18,crear mejor manera
53,comenzar trabajo tiempo suficiente hacer
18,hacer organizar proyecto
2,hacer seguridad proyecto
22,rápido comenzar trabajo tiempo suficiente hacer
33,tema mejor
47,elaboración cuadro organizar nuevo
16,actividad crear modelo respecto empresa cerca objetivo
75,explicación tema
36,manera monetizar idea incentivo
52,gusto poder establecer modelo fin ver si idea programa
33,gusto tema presupuesto vamos generar dinero
65,gusto poder establecer modelo fin ver si idea programa
36,gusto idea limpio
53,gusto forma profesor tener originalidad proyecto
35,aprender modelo
55,aclarar profesor respecto idea modelo aplicar inquietud resolver
42,mutuamente armar clase jueves mayo
62,entender poder hacer plan viable sustento proyecto
27,gusto información propósito entender realidad decir final clase si modelo cosas
62,ejemplificar puntos mejor
51,gusto herramienta facilitar aprendizaje
54,aprendizaje fácil
11,gusto resolver
8,poder aprender negocio justamente equipo duda generar
16,relacionar modelo fácil ejecución informe
26,charla interesante
19,elaboración realidad
29,saber organizar base
3,futuro día manejar negocio
13,trabajo equipo
32,vino alguien nuevo enseñar interesante
19,hablar proyecto resolver
61,saber realizar modo diferencia gasto costo proyecto
12,base proyecto
51,juego usar
23,aprender manera hacer plan negocio
0,disposición dedicación profesor proyecto
11,lluvia entender
54,justo tema equipo desarrollo
78,saber modelo organizar plantear proyecto
6,trabajo equipo
70,aprender interesante
27,observar forma dinámica comprender contenido
68,entender diferencia ver ángulo servicios hoy día
54,aprender conseguir presupuesto llevar cabo proyecto
44,aprender forma ganar dinero conocimiento
6,aprender negocio
13,tener idea clara proyecto
70,poder crear
53,hacer momento importante sesión entonces palabras organización empresa
15,aprender negocio identificar
33,tema información servir futuro
35,verdad momento
22,exposición interesante
61,explicación negocio
6,revisar grupo
27,aprender empezar empresa pensar
11,aprender crear modelo saber proyecto
49,aprender manera uso día día generar
15,directo grano tiempo
57,definir concepto modelo
37,interacción datos
65,clase gusto contenido fácil entendimiento
63,manera tema
50,empezar bien
14,saber negocio obtener ganancias
77,resolver avance identificar mejor
61,aportar empresa perfección
13,explicación bien
19,información ahora servir
49,dinamismo contenido puesto atención suficiente aburrir dificultar aprendizaje
78,gusto explicación modelo negocio profesor tema modelo costo gasto
25,gusto diferenciar gastos nunca alguien
21,haber hacer negocio rentable forma afinar sentido financiero constante crecimiento entender modelo negocio
66,información poder desarrollar proyecto
32,poder hablar servicio
53,saber ir proyecto
68,claro explicación tiempo resolver personalmente
36,saber empezar modelo aplicación
63,negocio mejor producto
69,tema parecer
27,desarrollo clase
79,gusto esquema resumir adelante proyecto
43,aplicar vida fácil
62,ver hacer buen hacer proyecto
13,aprender empresa si simple vista forma moda éxito tener mayor impacto
1,gusto hacer
44,gusto modelo manera organizar invento
34,aprender cosas uso diariamente
7,paso paso modelo
69,saber tan sencillo tan empresa
56,explicación negocio general menudo
38,ver tan sencillo plantear negocio ayuda modelo
12,agrado conocer modelo herramienta útil empezar elaborar proyecto
29,gusto ganancia
65,encanto cuadro
35,explicación negocio identificar modelo proyecto
34,desarrollar plan presupuesto función idea
31,cosa vida hoy seguir mundo
52,gusto clase dinámica profesor
18,espacio mejor ayuda profesor
16,modelo negocio seguir
32,poder escoger asiento
24,forma buscar
52,clara explicación
71,modelo servicio
76,aprender modelo negocio
7,breve explicación aprendizaje tiempo
68,gusto hacer modelo clase discutir poner claro proyecto decir
77,aprender cosas realización empresa
65,iniciar proyecto si alcanzar hacer formulario manera formal
19,realizar modelo necesario negocio útil
52,gusto parte bien
34,enseñanza profesor muestra adecuadamente clase dificultad
35,aprender cosas gran importancia presupuesto aprender
61,llevar negocio cabo
39,dinámica ayuda
34,dinámica ser
62,jugar diferente divertido
27,aprendizaje aplicado profesor
63,modelo descubrir forma eficiente desarrollar idea importante
47,hacer empresa ser
76,actividad producto
60,poder negocio modelo
30,tema tratado
43,importante ayuda encanto clase
22,explicación negocio interesante
77,saber poder avanzar trabajo
23,mejorar proyecto
74,gusto explicación ganar dinero manera practicamente fácil
57,hacer modelo ayuda vida
68,gusto formar
19,servir montón momento iniciar
7,aprender detallado adquirir aplicación mejor
64,desarrollar profundidad ver salir
41,explicación dinámica
67,explicación dinámica
17,gusto entrar producto mercado
27,gusto realizar presupuesto hallar equilibrio gastos empresa
40,tener referencia publicar producto medios comunicación
79,modelo espectacular mente eficiente tipo eficiente
63,desarrollar modelo
61,modelo negocio ayudar negocio
42,gusto clase
15,formato organización forma fácil organizar contenido empresa
16,haber aplicar hacer modelo bien definido
17,aprender dinero necesidad cobrar directamente
32,plan negocio guía poder ejecutar proyecto tener conexión
28,metodología modelo
11,ejemplo juego intervenir
68,aprender hacer triunfar proyecto
6,plan pa saber q hacer
72,gran herramienta entender
22,gusto punto
14,profundidad organizar mejor respecto producto llegar plan concreto
28,simplicidad hora explicar pregunta
72,expresar tema ser tema interesante
25,clase hoy
64,hacer interesante aprender
72,trabajo equipo
39,método enseñanza
54,modelo importante tener presupuesto
41,sensación proyecto forma
0,dinámica grupo grupo empresa
2,si proyecto mente personal solo aspecto sociedad si personal
39,ordenar proyecto cono
78,explicación interesante
28,explicación seguir
10,seguir clase
28,material clase manera diferente
35,tema interesante
43,tema tiempo
34,igual agradable clase anterior
76,tema interesante
66,debido colegio
48,trabajo equipo
2,usar aprender
15,manera tema
42,manera tema dinámica
44,forma bien
17,aclarar modelo
14,desarrollar modelo
32,manera tener idea mejor proyecto función
18,gusto detallado
73,verdad interesante
5,poder comprender ayuda rumbo mejor
44,organización parte grupo
9,modelo super futuro
11,organizar proyecto
13,dinero método único
38,finalizar clase
40,plantear modelo negocio debido actividad observar puntos trabajar mejor
31,ahora negocio poder
34,gusto aprender modelo mejorar proyecto
67,resolver equipo
6,hoy poder usar poder hacer modelo grupo poder recibir comentario profesor
46,hacer modelo gusto forma organizar
3,tema fácil fácil poder analizar
10,además entender
17,saber llevar producto mercado manera adecuada gastos
51,organizar proyecto ver falta mejorar trabajar
47,gusto clase hoy aprender información desarrollar aún
30,exposición tema
12,exposición tema
42,explicación favorable ayuda
35,tema interesante interés
1,empezar realizar
65,claro preciso
41,concepto gastos punto equilibrio
14,bien paso paso
45,ahora hacer modelo poder tener empresa
16,tema fácil fácil poder analizar
77,tema fácil fácil poder analizar
34,manera profesor material
51,hablar proyecto
11,hablar proyecto
73,gusto forma clase
79,modelo manera fácil organizar proyecto
67,costo saber costo total producto
60,segmentar inspeccionar mercado asegurar triunfo
72,elaborar nuevo proyecto tomar cuenta cabo
53,gusto clase hoy cosas
68,bien clase
50,ordenar llenar blanco cabeza proyecto
38,aprender manera
28,manera debido manera
38,tema interesante importante desarrollo negocio
70,gastos empresa correctamente precio producto
17,profesor clase aprender
6,información futuro
76,descubrimiento modelo negocio
65,propuesta valor fuente
14,gusto definir presupuesto modelo negocio llegar carrera profesional
22,información conocer
30,interacción apoyo
27,uso explicar tema
55,hacer modelo organizar proyecto
35,modelo negocio
69,interesante tema entender mejor
2,gusto reforzar conocimiento prototipo
32,hacer modelo fundamental negocio
68,m gusto idea gasto costo
34,clase tema respeto hacer silencio clase
67,si hacer
33,forma explicar
60,teoría responder clase
16,dinamismo clase
51,parte trabajo equipo
13,gusto poder seguir aprender cosas
47,poder entender organización empresa desarrollar
8,modelo mejor proyecto
69,bueno hecho idea llegar organizar desarrollo proyecto
46,explicación modelo efectividad evaluar proyecto
69,crear modelo negocio momento empresario lograr futuro próximo
71,gusto saber ciencia trata usar proyecto
64,gusto dinámico
74,gusto clase ayuda futuro
3,explicación adecuada información adecuada
79,usar desarrollar
39,aprender ahora manera futuro
57,tiempo avanzar
16,aprender algoritmo ahora
19,aprender gastos
9,tiempo equipo
74,trabajar proyecto si poner idea
18,diferenciar ver computadora aprender monitor
27,crear crear
61,haber hacer
42,gusto clase hoy aprender computadora
46,aprender computadora
37,entender mejor día
20,encontrar problema plantear
19,actividad computadora
48,clase cuenta poder
56,entender mejor tema
51,directamente parte avanzar necesario plan empresa trabajo final cuenta clase semana
15,actividad bailar
76,aprender manejar empresa
18,dinámica práctica sesión vez propósito programa
34,aprender computadora
37,gusto solo ámbito empresarial ámbito personal
77,información clara
1,uso tecnología poder alusión producto
68,trabajo equipo
1,aprender actividad llama atención si detrás juego
16,descubrir computadora
48,jugar divertido
71,hacer juego
12,tema ayudar futuro
58,clase entender tecnología elaboración empresa
3,comprender mejor clase
55,información poder resolver proyecto forma sencillez
76,poder resolver problema manera
54,poder tener organizado ayuda completo
35,siempre marca cabo
47,gusto forma ver dar
52,interesante información útil
51,equipo resolver problema aportar
77,dinámica medio baile
59,clase además manera
6,tema interesante
12,grupo grupo
60,formato hacer cosas
4,aprender solucionar problema
0,gusto ver
5,salir mejor amiga
14,gusto tema uso tecnología proyecto identificar equipo vamos trabajar
75,confianza ambiente relajado gusto
17,dinámica claridad importancia trabajar equipo
67,aparato electrónico llamado computadora
65,gusto haber computadora ciencia
45,aprender algoritmo
70,aprender algoritmo elaboración producto
34,gusto clase
72,cuenta producto problema tan importante solucionar poder arreglar cosas mejorar producto
45,definición algoritmo solucionar haber orden organización
60,explicación dinámica entender tema mejor manera
31,concepto ciencia ahora
79,explicación computadora
30,tema tecnología debido hoy día tecnología ayuda indispensable tener base usar manera tecnología
13,clase interesante
71,uso secuencia datos armar algoritmo
45,tema nombre formal término
20,gusto dinámica sandwich poder entender algoritmo
14,aprender verdaderamente ciencias trabajar
5,aprender solucionar
40,tema general importante aplicar conocimiento proyecto
54,agrado plantear funcionamiento
44,poder aplicar día día
32,poder comprender algoritmo vida nunca
7,cuenta realidad idea tema
78,ampliar conocimiento
55,gusto pensar tener empresa pensar
53,sinceramente encanto clase
48,resolver digital
45,baile equipo
37,forma presentación
43,gusto explicación comprender mejor tema
56,compartir grupo proyecto
30,aprender nuevo cosas
78,algoritmo cosas secuencia siempre
66,gusto usar tecnología construir prototipo negocio
18,aprender hacer
7,saber super importante
43,trabajo equipo manera
14,trabajo desarrollar manera arreglar mejorar proyecto descartar
65,potencial manera
22,clase hoy
69,dinamismo clase
62,dinámica interesante
43,explicación entender
15,inicio clase
74,clase tema conocer aclarar
2,gusto bien computadora claro definición cosas computadora ahora dispositivo información propósito general
61,saber algoritmo parte vida
26,planteamiento tan difícil principio
49,diversidad ver
22,encontrar hacer
50,clase interesante trabajar
29,explicación clara
12,realizar curso
31,gusto algoritmo presente pensar idea inteligencia artificial ser base día día
42,explicación tema tecnología base descubrir tecnología solución
42,relación tema realidad clase comprensible
31,tema interesante
59,gusto actividad interesante divertido
60,algoritmo definición computadora tema
47,trabajo equipo
63,tema interesante
24,saber crear lugar manera escuchar palabra algoritmo
55,gusto vez resolver mejor tiempo
56,vez resolver mejor organización
51,debido alguien
69,cosas vida
15,tema abstracción crear solución frente problema
73,plantear planear futuro poder buscar solución seguir adelante proyecto
62,saber influencia tecnología modelo negocio poder seguir proyecto
34,explicación ciencia ciencia
16,tema interesante
19,poder hablar tecnología necesario
1,gusto solucionar trabajo importante llegar negocio adelante
48,trabajo equipo
53,poder saber llegar mejorar sacar adelante proyecto
13,tema gran interés día día
3,profesor alumno
9,gusto ser ser hora hacer
23,marketing digital mundo
58,hecho detrás abstracción funcionamiento
48,equipo avanzar proyecto
64,gusto aprender ciencia idea
36,hecho proyecto
19,poder resolver tema importante
19,gusto clase hoy
67,adquirir poder hacer crecer día día
13,algoritmo ayuda saber paso paso
32,gusto siempre clase mejora
2,gusto clase saber computadora aparato tecnológico
59,clase interesante
50,sistema poder resolver problema
29,tener completar presentar proyecto
68,ser gran base desarrollo servicio personas
50,definición importante poder realizar producto importante
0,disfrute aprender
69,claro preciso
31,poder resolver tema importante
54,poder resolver tema importante
20,manera explicar profesor
22,trabajo avance proyecto
43,técnica venta
30,bien tema
9,ver proyecto solución
68,apoyo profesor proceso desarrollo aclarar visión
71,realizar modelo
20,poder saber realidad ver computadora
22,forma práctica
48,hacer cosas
74,resolver manera
2,gusto forma significado ciencia
65,profesor siempre atento
27,liderazgo profesor clase
54,entender mejor clase
30,aprender computadora idea término
5,gusto buscar solución empresa enfrentarse
66,gusto ambiente d clase claro
24,algoritmo arreglar paso paso pasar alto cosas
64,idea siempre bueno pensar
78,forma explicar
68,tener nuevo conocimiento algoritmo
9,gusto diferencia computadora
31,definición real computadora nunca manera
50,semana tiempo acabar curso
59,explicación definición ciencia
15,tema ser manera clara
72,investigar proyecto
6,tema interesante
49,algoritmo definición
11,gusto manera profesor incentivo ser
71,uso explicar tema
12,definición algoritmo fundamental solucionar
61,manera clara
5,lenguaje simple empleado explicación puntos
66,hacer forma
30,gusto proyecto tecnología importante
1,comprensible tema
2,explicación empezar pensar problema manera
39,tema ciencias explicación
59,gusto aprender construir prototipo futuro cercano
35,hecho haber tema
53,aprender cosas tecnología
21,ciencia concepto distinto
76,aprender poder crear
17,crear cuanto
71,teoría resolver
40,tono voz
68,cantidad parte
57,empezar escribir proyecto
64,gusto clase identificar ayuda solucionar mejor control momento compra
53,identificar idea real juego
70,profesor clase
21,hacer tecnología
50,punto vista entendido computadora manera
49,gusto verdad bien cosas investigar cuenta
25,profesor asignado
63,aprender ciencias
35,tema si interesado
46,información manera u vital desarrollo
19,computadora algoritmo seguir
33,descubrir manejar funcionar
72,gran cantidad
35,clase hoy ser promoción producto
22,actividad crear anuncio producto
79,saber marketing realidad
10,aprender producto actualmente interesante saber tema
46,divertido aprender
43,aprender marketing
18,poder trabajar
33,ver vender producto
32,resolver proyecto
32,clase hoy marketing digital ahora definir plaza producto promoción
44,dinámica poner prueba
49,parte marketing producto
35,información clara
72,compañera ir
59,tema marketing digital tema interesante servir
1,aprender marketing
19,actividad compañera ejemplo cercano realidad
16,actuación vender entender marketing
32,dinámica vender compañera
28,dinámica actividad vender amiga creativo
25,adelante producto amiga
9,actividad plaza precio producto promoción producto azar dinámica fácilmente
74,marketing marketing digital
68,contenido futuro realizar bien producto tener bien futuro
79,dinámica producto
25,marketing digital gran idea ser proyecto beneficiar empresa
69,explicación marketing realización negocio éxito producto
54,conocer medios publicidad personas
30,conocer marketing digital
73,gusto dinámica describir amigo convencer ser pareja
17,poder utilizar
70,aprender marketing
58,gusto además bien
50,gusto digital
25,tema marketing
10,clase hoy marketing importante empresa conocer comportamiento mercado gran trascendencia empresa haber tema utilidad proceso
9,aprender negocio necesidad invertir
19,gusto clase hoy aprender marketing digital marketing haber información empresa anterior venta producto
7,verdad gusto clase
3,bien promoción
51,hacer producto potencial cliente
48,ejercicio marketing siempre bueno aprender negociar convencer personas punto vista dinámica divertido interesante intentar vender primero servicios persona producto innovador
53,trabajo grupo
17,actividad debido aplicar
75,hacer marketing producto
76,hacer dinámica vender amiga pareja
16,clase tiempo
68,aprender marketing digital
69,marketing digital
9,explicación presentación
30,aprender marketing p marketing
48,entender mejor tema
17,gusto clase hacer comercial super
36,explicación clara dinámica
25,exposición completamente
50,exposición complementar trabajo
45,sinceramente simple bien
22,aclarar respecto marketing clase bien
28,aprender proyecto éxito
38,gusto bien producto plaza promoción precio cosas
18,ver tema
44,trato tema expandir mente consumidor fundamental muestra
62,rapidez trabajo trabajo ayuda
68,clase interesante trabajar grupo realizar
37,marketing digital cuatro p plaza precio producto promoción mercado
11,tener oportunidad valor objeto común
65,explicación información
38,gusto explicación proyecto mejor proyecto
26,aprender marketing tan importante proyecto manera incluir progreso
59,gusto saber marketing
2,momento profesor revisar avance demostrar esfuerzo
37,dinámica discutir objeto favorito
79,explicación marketing
75,tema moderno interesante
13,realizar avance proyecto casa tiempo avanzar
78,dinámica identificar marketing digital empresa entender mejor tema
47,elegir producto desconocido
56,gusto aprender marketing digital curso universidad marketing digital
32,trabajo equipo
79,explicación marketing digital
7,marketing cosas
6,trabajo profesor aprender
40,gusto vamos avanzar problema seguir adelante
20,aprender marketing digital servir proyecto bien
16,tema marketing
13,si ver ver
14,bueno nuevo
55,capacidad amigo ayuda comprender
75,interesante aprender importancia marketing conseguir buen impacto mercado
31,haber definir cuatro p producto mejor cliente satisfecho
26,entender marketing publicidad empleado frase fin alguien aclarar duda
64,gusto ahora aplicar marketing digital
64,alcanzar material importante esencial desarrollo satisfacción cubrir
50,explicación medios publicitar información empresa manera google
15,explicación profesor clase decir claro específico momento dar puntos tener cuenta
27,gusto aprender marketing
49,resolver entender tema
66,gusto clase hoy importancia marketing digital modo ahora fin
17,comprender mejor marketing general siempre par marketing pequeña debido madre
74,gusto difundir proyecto
32,adquirir mayor conocimiento
0,marketing digital compañía
15,importante avance
25,marketing poner adelante producto
72,gusto duda
48,marketing digital plaza promoción realizar marketing digital
61,entender poder tener negocio rentable
69,manera clara
78,entender concepto marketing extensión vida
29,logro comprender adecuadamente
34,gusto diversidad aplicar marketing producto
4,trabajo equipo
21,estrategia marketing
70,saber marketing tan
64,estrategia marketing
29,marketing éxito
52,vender producto manera dinámica manera clara
35,claro preciso
53,saber marketing saber poner buen precio
51,poder aprender marketing poder producto
34,aprender poder realizar producto
63,poder aprender plaza precio producto promoción poder aplicar mejorar
12,forma práctica
16,conocer precio plaza promoción producto
23,relación tema producto
71,realizar trabajo hoy resolver tema
2,gusto clase aprender marketing digital ahora podre aplicar tema podre aún
58,publicidad producto
5,conocer fondo tema marketing producto plaza promoción precio
62,comprender concepto marketing
27,profesor resolver
50,ahora convencer mantener cerca cliente
68,gráfico marketing
43,usar diseñar proyecto
31,tema general medios comunicación marketing digital
12,academia práctica
9,saber marketing
5,teoría diferencia resolver proyecto
54,grupo idea parte
56,marketing digital entender gente empresa proyecto
24,entender mejor tema
22,dinámica comprender
76,dinero invertir
64,gusto parte marketing
24,destacar bien
65,forma profesor
49,nuevo tema nunca
66,gusto explicación marketing digital producto crear medios proyecto mundo
46,aprender marketing tema nuevo
25,realidad día
29,explicación marketing digital
46,aprender mezcla marketing proyectar producto
75,información futuro
8,personas entender clase
43,poder resolver
6,explicación significado tema interesante cosas
58,saber proyecto
5,gusto clase hoy aprender adelante poder poner práctica
78,saber marketing digital
22,medios publicidad poder crecer empresa gente trata proyecto
18,marketing digital manera transmitir venta
36,empresa definir producto precio plaza promoción empresa
60,intentar vender producto comercial
5,contenido clase definición marketing
74,conocer marketing interesante
64,uso explicar tema
8,compartir clase gusto enseñanza
72,presentación tema
50,claro entender
11,simplicidad tema procesar
51,gusto saber
65,inicio marketing marketing interesante sencillo
73,clase dinámica
38,verdad simple vista ayudar infinitamente negocio
50,enseñanza marketing visión llegar objetivo
34,necesario resolver
45,trabajo grupo plataforma
60,marketing si transmitir idea producto
6,marketing digital fomentar producto
70,saber medio
61,bien procedimiento seguir
2,adquirir respecto marketing digital
54,gusto clase hoy
38,definir plaza producto promoción funcionamiento junto proyecto
75,comprender concepto marketing identificar conocer
40,gusto saber emplear marketing digital poder producto
19,empeño grupo
76,tener realizar trabajo
75,gusto solo ver verdad vida si
71,entender marketing
35,si explicación marketing
8,tema interesante
77,motivación ayuda
46,explicación gran significado promoción importante busca ser conocido
53,planteamiento ordenamiento correctamente ser eficiente elaboración proyecto
50,honesto interesante sorprendente
66,hoy aprender ver importancia
3,ritmo hacer
73,tema interesante nunca
74,realidad gusto
14,clase producto llegar resultado
4,presentar proyecto
73,tarea eficiente
67,entender interesante
1,vez cerca tener proyecto listo
12,gusto hecho hacer crecer negocio tener
42,opción ser instinto super producción venta
43,gusto aprender si empresa
47,clase conocer tendencia global empresa importante factor crecimiento embargo suficiente tener conocimiento técnico campo grande tener innovación análisis curiosidad capacidad cambio importante manera marcar diferencia
70,saber si verdaderamente
4,encanto clase
47,gusto tema si interesante
74,gusto clase hoy aprender hoy día tecnología vez mercado
9,simple entender
62,saber nunca
10,conocer cuenta si empezar cero
69,gráfico claro llama atención rápidamente
57,explicación clara
42,actividad dinámica
64,gusto ejemplo limonada entender tema
69,presentación tema perfectamente
0,comprender realizar producto
20,bonito divertido
41,aprender atención tiempo
46,desarrollar independientemente
27,hacer obtener proceso
18,clase hoy martin explicar claridad tema futuro cercano
74,aprender cumplir
18,saber incrementar podre conseguir
75,dinámica hacer
13,momento equipo
51,poder hacer negocio
40,explicar cosas final poder querer lograr hacer propio
65,hablar tiempo avanzar proyecto
53,gusto entender tema forma ejemplo
46,poder poder hacer clase tener independencia
43,momento ahora ayuda manejar mejor poner empresa
33,poder saber poder exponer producto mercado eficiente
77,poder demostrar
47,clase virtual
4,aprender crecer empresa tiempo importante ser conocido
8,clase innovador
31,poder demostrar
33,gusto aprender
50,gusto tiempo avanzar proyecto complicado colegio
70,tema interesante
36,poder aprender importancia reconocer diferencia empresa producto ver hacer crecer bien servicio
73,sinceramente profesor colegio
79,ahora si
10,aprender desarrollar producto nivel además innovador relevante
9,gusto clase ejemplo caso limonada poder entender fondo funcionamiento conocimiento nuevo término
21,finales trabajo último pulir trabajo
34,entender mejor tema
52,gusto clase
10,herramienta aprender tener mejor relación
16,saber diferencia marketing
36,aprender concepto
70,explicación realizar
33,esencial oyente ámbito
30,concepto importancia necesario desarrollo producto éxito tener gusto tema además importancia demostrar producto tener personas usuario
26,gusto clase identificar crecimiento
12,conocer crecimiento
35,ejemplo cercano mejor
61,saber llegar gente manera adecuada saber mercado
6,clase interesante
65,claro preciso
38,aplicar beneficio
26,conocer historia rápidamente mejorar empresa
69,organización producto organización hacer producto
9,forma ser funcional racional realista contexto
70,ahondar proyecto
40,gusto contrario parecer clara si resolver aprender ayuda
43,clase hoy conocer concepto identificar crecimiento lindo programa manera
37,ahora hacer crecer hacer gastos
66,gusto entender analizar palabra
17,gusto hacer saber hacer futuro hacer innovador
4,utilizar momento
56,aprender forma captar
46,aprovechar negocio siempre crecimiento proyecto saber si arreglo momento crecer conocido
4,aprender verdadero significado
3,hacker social perfil navegar
40,responder manera proyecto necesario hacer
53,debido contacto gente proyecto
20,gusto clase conocer forma captar atención gente lograr conocer
71,gusto además atraer cliente producto
5,entender importante empresa
75,tema interesante
67,responder manera proyecto necesario hacer
54,innovación explicación tema reto hacer propio producto
23,tener enfoque fondo
25,destacar correcto
29,ayuda poder crecer
14,aprender l proyecto
75,terminar presentar producto
16,gusto poder manera
75,uso poder hacer crecer empresa
64,nunca hoy gracias
15,gusto técnica generalmente ampliar conocer negocio
34,aprender usar proyecto manera mejorar empresa si manera capaz estanque
58,verdad procedimiento buscar crecimiento
